date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:06	71898/71898	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:53%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_09.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_09.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:06	78117/78117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:54%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_10.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_10.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:06	33882/33882	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:09%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_house_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexf8fd.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:06	70881/70881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:43%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_03.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_03.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:06	85505/85505	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:50:15%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x693/image_01.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x693/image_01.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:06	69010/69010	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:40%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_01.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_01.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	122724/122724	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:49:42%20GMT	https://quanticalabs.com/CleanMate/Template/images/samples/480x320/image_02.jpg	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/samples/480x320/image_02.jpg	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Apr%202021%2014:35:47%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery-3.6.0.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	110564/110564	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2024%20Jun%202021%2015:41:08%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/js/jquery.themepunch.tools.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	29338/29338	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:10%20GMT	https://quanticalabs.com/CleanMate/Template/?page=projects	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index56e1.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	64995/64995	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2024%20Jun%202021%2015:41:07%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:07	4673/4673	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:38:16%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.ba-bbq.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.ba-bbq.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	103403/103403	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2012:33:48%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery-ui-1.12.1.custom.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery-ui-1.12.1.custom.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	29226/29226	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:11%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_apartment_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index9f2b.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	34491/34491	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:11%20GMT	https://quanticalabs.com/CleanMate/Template/?page=team	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexb8c3.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	1291/1291	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:46%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.ui.touch-punch.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.ui.touch-punch.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	37719/37719	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:11%20GMT	https://quanticalabs.com/CleanMate/Template/?page=team_celevic_parkhill	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index4fc3.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:08	39978/39978	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:36%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.isotope.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.isotope.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:09	2532/2532	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Dec%202020%2013:55:27%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.easing.1.4.1.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.easing.1.4.1.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:09	34546/34546	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:12%20GMT	https://quanticalabs.com/CleanMate/Template/?page=testimonials	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index86da.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:09	33626/33626	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:26%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.carouFredSel-6.2.1-packed.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.carouFredSel-6.2.1-packed.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:09	31017/31017	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:12%20GMT	https://quanticalabs.com/CleanMate/Template/?page=cleaning_checklist	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index827d.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	11417/11417	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:44%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.touchSwipe.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.touchSwipe.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	26062/26062	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:13%20GMT	https://quanticalabs.com/CleanMate/Template/?page=404	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index4d9f.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	7830/7830	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:45%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.transit.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.transit.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	36766/36766	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:13%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_calculator	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index6ea7.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	33818/33818	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:13%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_post_renovation	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index8a54.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	7399/7399	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:42%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.timeago.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.timeago.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:10	33854/33854	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:14%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_green_spaces_maintenance	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index1533.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:11	557/557	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:35%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.hint.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.hint.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:11	33802/33802	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:14%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_move_in_out	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexcd8d.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:11	1301/1301	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:31%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.costCalculator.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.costCalculator.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:11	33834/33834	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:14%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_commercial_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index8908.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:11	470/470	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:38%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.parallax.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.parallax.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	33818/33818	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:15%20GMT	https://quanticalabs.com/CleanMate/Template/?page=service_window_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexbb91.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	21510/21510	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Jun%202021%2012:56:16%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.prettyPhoto.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.prettyPhoto.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	29154/29154	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:15%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_garden_maintenance	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index59ba.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	44307/44307	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2013:19:09%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.qtip.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.qtip.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	29133/29133	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:15%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_move_in_out	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexc752.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	9568/9568	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:25%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.blockUI.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.blockUI.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:12	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2025%20Oct%202019%2010:53:57%20GMT	https://quanticalabs.com/CleanMate/Template/js/jquery.imagesloaded-packed.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/jquery.imagesloaded-packed.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	53706/53706	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2025%20Jun%202021%2011:26:55%20GMT	https://quanticalabs.com/CleanMate/Template/js/main.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/main.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	29195/29195	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:16%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_after_renovation_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index5f0f.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	9896/9896	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2010:51:48%20GMT	https://quanticalabs.com/CleanMate/Template/js/odometer.min.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/js/odometer.min.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	29148/29148	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:16%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_house_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index6bd0.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	4946/4946	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Aug%202017%2011:16:46%20GMT	https://quanticalabs.com/CleanMate/Template/style_selector/style_selector.css	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style_selector/style_selector.css	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	29146/29146	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:17%20GMT	https://quanticalabs.com/CleanMate/Template/?page=project_gutter_cleaning	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexca3a.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:13	3846/3846	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Aug%202017%2011:16:47%20GMT	https://quanticalabs.com/CleanMate/Template/style_selector/style_selector.js	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/style_selector/style_selector.js	(from https://quanticalabs.com/CleanMate/Template/)
18:13:14	37633/37633	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:17%20GMT	https://quanticalabs.com/CleanMate/Template/?page=blog	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexf6f2.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:14	39168/39168	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:17%20GMT	https://quanticalabs.com/CleanMate/Template/?page=blog_small_image	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index8c03.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:14	40472/40472	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:17%20GMT	https://quanticalabs.com/CleanMate/Template/?page=blog_2_columns	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index914a.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:14	37633/37633	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:18%20GMT	https://quanticalabs.com/CleanMate/Template/?page=blog_left_sidebar	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index501e.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:15	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2012%20Aug%202022%2015:13:17%20GMT	https://public-assets.envato-static.com/images/down.png	C:/My%20Web%20Sites/ssadw/public-assets.envato-static.com/images/down.5d.delayed	(from https://public-assets.envato-static.com/assets/market/pages/default/index-28fa5cf5f77d159b3bcdb3fdcb461ca6a5b6f37171a8a49dc5a364a2590bf60a.css)
18:13:30	40782/40782	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:18%20GMT	https://quanticalabs.com/CleanMate/Template/?page=post	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexb878.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:30	37653/37653	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:18%20GMT	https://quanticalabs.com/CleanMate/Template/?page=search&s=ipsum	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexc23e.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:30	27558/27558	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:18%20GMT	https://quanticalabs.com/CleanMate/Template/?page=contact	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/index53a6.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:30	27755/27755	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:19%20GMT	https://quanticalabs.com/CleanMate/Template/?page=contact_2	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexc6d4.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:31	28148/28148	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Aug%202022%2015:13:34%20GMT	https://quanticalabs.com/CleanMate/Template/?page=contact_3	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/indexc7d8.html	(from https://quanticalabs.com/CleanMate/Template/)
18:13:31	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Jun%202021%2015:40:47%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons90c6.eot	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:31	7536/7536	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Jun%202021%2015:40:50%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons90c6.woff	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:32	11968/11968	---M--	200	added ('OK')	font/ttf	date:Thu,%2024%20Jun%202021%2015:40:49%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons90c6.ttf	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:32	13691/13691	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Jun%202021%2015:40:48%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/fonts/revicons/revicons90c6.svg	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:32	326/326	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Jun%202021%2015:39:53%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/css/openhand.cur	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/css/openhand.html	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:32	326/326	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Jun%202021%2015:39:49%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/css/closedhand.cur	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/css/closedhand.html	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:33	933/933	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2015:27:13%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile.png	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:33	951/951	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2015:27:16%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_white.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_white.png	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:33	938/938	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2015:27:14%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_3x3.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_3x3.png	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:33	935/935	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2015:27:15%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/gridtile_3x3_white.png	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:34	184/184	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Jun%202021%2015:27:13%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/coloredbg.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/coloredbg.png	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:34	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2024%20Jun%202021%2015:27:18%20GMT	https://quanticalabs.com/CleanMate/Template/rs-plugin/assets/loader.gif	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/rs-plugin/assets/loader.gif	(from https://quanticalabs.com/CleanMate/Template/rs-plugin/css/settings.css)
18:13:34	6682/6682	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:55%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:34	1097/1097	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:58%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_x.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:35	1162/1162	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:59%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_y.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:35	1358/1358	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:56%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_next.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:35	1376/1376	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:57%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/sprite_prev.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:35	1537/1537	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:47:53%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/default_thumb.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:36	6331/6331	---M--	200	added ('OK')	image/gif	date:Wed,%2016%20Aug%202017%2010:47:54%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/default/loader.gif	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:36	4099/4099	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:48:16%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/light_rounded/sprite.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
18:13:36	1411/1411	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Aug%202017%2010:48:13%20GMT	https://quanticalabs.com/CleanMate/Template/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/ssadw/quanticalabs.com/CleanMate/Template/images/prettyPhoto/light_rounded/btnNext.png	(from https://quanticalabs.com/CleanMate/Template/style/prettyPhoto.css)
